,Frequency (MHz),Clean_EIRP(dBm)
712,145.86,-97.9168175341363
713,145.9525,-102.59717890151478
714,146.045,-102.39324108066496
715,146.1375,-103.08684300316224
716,146.23,-103.95391154671739
717,146.3225,-99.72094240844334
718,146.415,-104.12944938507871
719,146.5075,-97.28032144641395
720,146.6,-100.71757226735073
721,146.6925,-102.90724712573663
722,146.785,-103.77552852952562
723,146.8775,-93.50546756071654
724,146.97,-91.39789985209232
725,147.0625,-102.25684847740743
726,147.155,-101.83329017144652
727,147.2475,-101.0461725580654
728,147.34,-106.60445588872818
729,147.4325,-117.54749966407684
730,147.525,-102.97884734239472
731,147.6175,-95.05726713252032
732,147.71,-94.1518137575271
733,147.8025,-101.07134820009762
734,147.895,-101.63380000323752
735,147.9875,-101.05045487720331
736,148.08,-98.51961321850769
737,148.1725,-98.10810688127455
738,148.265,
739,148.3575,-111.65844229329126
740,148.45,-101.08065504531288
741,148.5425,-97.3424480239354
742,148.635,-97.47736733720521
743,148.7275,-97.92063203961263
744,148.82,-100.11351047041096
745,148.9125,-107.7898603843521
746,149.005,
747,149.0975,-95.49190551019174
748,149.19,-97.75316425733328
749,149.2825,-97.54482746270077
750,149.375,-96.70969206119084
751,149.4675,-99.1511508149768
752,149.56,-100.89795671754686
753,149.6525,-95.71373772363071
754,149.745,-98.3775951221244
755,149.8375,-96.40971137323744
756,149.93,-78.91161668917037
757,150.0225,-77.22446309616227
758,150.115,-84.61953121116879
759,150.2075,-83.7969485906811
760,150.3,-80.27461192802372
761,150.3925,-80.70643563186051
762,150.485,-89.72492383794258
763,150.5775,-93.28970065211713
764,150.67,-96.11564010660459
765,150.7625,-95.33339697675171
766,150.855,-95.5695476528689
767,150.9475,-93.35014723932358
768,151.04,-94.58763126688314
769,151.1325,-95.9538986830301
770,151.225,-98.61839502216486
771,151.3175,-97.73614955473847
772,151.41,-96.0225428599553
773,151.5025,-93.98299122655794
774,151.595,-96.0629299312197
775,151.6875,-96.96127911006425
776,151.78,-95.86674745928437
777,151.8725,-95.91127167394818
778,151.965,-90.39988270300282
779,152.0575,-90.1879802940435
780,152.15,-96.34566997047878
781,152.2425,-91.69267098630831
782,152.335,-92.49381867111497
