Frequency(MHz),EIRP(dBm),BG_EIRP(dBm)
134.4825,-92.60744919470729,-99.55952133826197
134.575,-96.90439297561704,-99.42631222610532
134.6675,-93.24164753553468,-99.59406452772218
134.76,-94.91077993793391,-100.96227835101985
134.8525,-93.15037106196257,-100.10878323237273
134.945,-95.77919431434483,-101.64682431922765
135.0375,-98.23524761273856,-102.20601177289481
135.13,-97.91641348185705,-99.67894094767736
135.2225,-96.12466529214183,-98.72683814370433
135.315,-93.08735327135804,-102.40238623034242
135.4075,-91.3678566660671,-101.63043753764913
135.5,-96.07094415502759,-100.75844415502759
135.5925,-98.0380939793698,-101.30104869128387
135.685,-96.4802454081964,-100.64652043261046
135.7775,-97.49353055084075,-101.6802370938095
135.87,-96.79367224576445,-100.36976782681914
135.9625,-97.07202501584031,-100.00345964718797
136.055,-94.6251984821117,-99.40792095525623
136.1475,-97.45793974970071,-98.46906340692728
136.24,-95.16258897485035,-101.31226243676441
136.3325,-96.77637154083524,-101.48386818390165
136.425,-97.47885441842574,-102.19785618844527
136.5175,-99.82057623238983,-99.94679693551483
136.61,-99.74754524790076,-99.48186684213904
136.7025,-96.63869969823784,-101.33693425634331
